Year,Month,Day,Interval,APB1,APB2,APB3,APB4,APB5,Sumatera,Kalimantan,Lombok
2060,1,1,1,96003.09245333333,50697.16813333333,34401.13758666667,50572.81187,6589.317308333334,0.0,0.0,0.0
2060,1,1,2,89785.85881666666,47656.929873333334,32200.47794333333,48854.568759999995,6503.438473333333,0.0,0.0,0.0
2060,1,1,3,92338.03062000002,49379.22934,34090.71051333333,49320.90474666667,7425.2452029999995,0.0,0.0,0.0
2060,1,1,4,107003.86993333332,52908.895833333336,36319.5908,53763.85962333333,8141.655487666667,0.0,0.0,0.0
2060,1,1,5,108573.27380000001,51963.59121666666,36709.49346333334,53655.72878333333,8210.671475333334,0.0,0.0,0.0
2060,1,1,6,108672.53860000001,52350.68340333333,36387.07117,53346.315800000004,8047.490098333333,0.0,0.0,0.0
2060,1,1,7,101477.3177,54797.62175666667,41191.67909,56438.96796333333,8574.236801,0.0,0.0,0.0
2060,1,1,8,101835.95746666666,54213.79634333333,39548.13086,54737.18206666667,7396.2422633333335,0.0,0.0,0.0
2060,1,2,1,96344.86935666668,50877.44414666667,34525.40692666667,50755.43477666667,6627.24423,0.0,0.0,0.0
2060,1,2,2,90293.54065,47927.488769999996,32385.73748,49130.89347333333,6540.901811000001,0.0,0.0,0.0
2060,1,2,3,92860.57609333335,49658.16170999999,34282.60509333333,49598.35944333333,7466.909766666667,0.0,0.0,0.0
2060,1,2,4,107589.81046666666,53193.362233333326,36518.35220666667,54054.49747333333,8185.551046333334,0.0,0.0,0.0
2060,1,2,5,109171.15156666667,52245.59482666667,36909.93536,53945.932023333335,8254.972669,0.0,0.0,0.0
2060,1,2,6,109267.77973333333,52635.64236,36585.74565333334,53636.692886666664,8091.472578666667,0.0,0.0,0.0
2060,1,2,7,102037.4714,55090.461630000005,41421.52956333334,56749.684773333334,8619.725927666666,0.0,0.0,0.0
2060,1,2,8,102393.73526666667,54502.49294,39764.76920666667,55035.932629999996,7437.964774,0.0,0.0,0.0
2060,1,3,1,79067.31673666666,41424.282086666666,27799.767106666666,41496.68803,5417.523199333334,0.0,0.0,0.0
2060,1,3,2,73872.66128333333,39198.82073,26471.107946666667,40195.58311,5346.247242666667,0.0,0.0,0.0
2060,1,3,3,75985.12417666666,40646.70776,28056.099783333335,40598.32124,6120.1708499999995,0.0,0.0,0.0
2060,1,3,4,88476.43836999999,43700.27404333333,29969.22179333333,44417.75636666667,6731.405638,0.0,0.0,0.0
2060,1,3,5,89771.57465333333,42878.079809999996,30313.432506666664,44322.28715,6791.932253,0.0,0.0,0.0
2060,1,3,6,89885.70310333332,43204.15282333333,30027.92305,44046.91857,6652.393632666666,0.0,0.0,0.0
2060,1,3,7,83778.33875000001,45334.202913333334,34197.82726666667,46764.96632666667,7112.616109333333,0.0,0.0,0.0
2060,1,3,8,84137.38413666666,44849.78717333334,32796.32755666666,45287.728670000004,6093.891463,0.0,0.0,0.0
2060,1,4,1,86011.65205333334,45599.34367666667,31280.06196333333,46437.35769333333,6429.062301999999,0.0,0.0,0.0
2060,1,4,2,82523.38935666667,45368.07348,30672.159183333333,46605.87028,6313.658995666668,0.0,0.0,0.0
2060,1,4,3,83704.16539666666,46304.193349999994,32022.461893333337,46430.085230000004,7087.437733,0.0,0.0,0.0
2060,1,4,4,92936.42993666667,48575.86818333333,33800.27547666667,49979.22223000001,7904.6774196666665,0.0,0.0,0.0
2060,1,4,5,93567.68573666667,47333.667336666666,33827.85869,49633.85255333333,7874.457572666666,0.0,0.0,0.0
2060,1,4,6,91238.58450333333,46670.424276666665,32641.519653333333,47642.732630000006,7774.323546,0.0,0.0,0.0
2060,1,4,7,90738.78358666667,49688.12078999999,37550.78154,52139.202419999994,8183.377999,0.0,0.0,0.0
2060,1,4,8,90042.33636333334,48857.43718333333,36057.92691333333,50148.98069333334,7261.339477333334,0.0,0.0,0.0
2060,1,5,1,87420.97473333334,46031.40345666666,32405.063120000003,47486.997566666665,6554.287783666667,0.0,0.0,0.0
2060,1,5,2,81747.00296333333,43198.24213333333,30484.61069666667,45292.01681333334,6280.165090666666,0.0,0.0,0.0
2060,1,5,3,79478.42834,43131.05150666666,30750.417863333336,43737.04200666666,7068.401837333334,0.0,0.0,0.0
2060,1,5,4,83189.18212,42284.92477666666,30525.81168,43252.51037333333,7743.205506666666,0.0,0.0,0.0
2060,1,5,5,84886.76679000001,41929.26934666667,30702.17621,43890.71992,7801.732918000001,0.0,0.0,0.0
2060,1,5,6,84761.71515333334,41556.60619333333,30486.98656333333,43330.79803,7824.767220999999,0.0,0.0,0.0
2060,1,5,7,87966.29375,46630.092516666664,37000.479003333334,50530.307063333334,8388.021121333333,0.0,0.0,0.0
2060,1,5,8,88875.75757,46339.802350000005,35590.54786666667,49080.304930000006,7239.609002666667,0.0,0.0,0.0
2060,1,6,1,90806.20601000001,47417.60491666666,32722.270096666663,48286.93979333333,6596.618748,0.0,0.0,0.0
2060,1,6,2,89883.58800333332,47709.11198666666,32236.057973333332,48907.85188666667,6510.624016666666,0.0,0.0,0.0
2060,1,6,3,92438.62822999999,49432.97605,34127.681293333335,49374.274789999996,7433.270991666667,0.0,0.0,0.0
2060,1,6,4,107116.7815,52963.54073,36357.69156666667,53819.83732333333,8150.086912,0.0,0.0,0.0
2060,1,6,5,108688.27146666666,52018.17816666667,36747.970890000004,53711.503666666664,8219.189821,0.0,0.0,0.0
2060,1,6,6,108787.0437,52405.61804333333,36425.20091000001,53402.351449999995,8055.979470000001,0.0,0.0,0.0
2060,1,6,7,101585.12986666667,54854.12099,41235.69054333334,56498.77022666667,8583.044887,0.0,0.0,0.0
2060,1,6,8,101943.1901,54269.22354,39589.88235,54794.347700000006,7404.268051999999,0.0,0.0,0.0
