Year,sumatera_import_2060,kalimantan_import_2060,lombok_import_2060,hydro_apb1,micro_hydro_apb1,geothermal_apb1,bioenergy_apb1,nuclear_apb1,gas_ccs_apb1,coal_ccs_cfbio_apb1,nh3_apb1,hydro_apb2,micro_hydro_apb2,geothermal_apb2,bioenergy_apb2,nuclear_apb2,gas_ccs_apb2,coal_ccs_cfbio_apb2,nh3_apb2,hydro_apb3,micro_hydro_apb3,geothermal_apb3,bioenergy_apb3,nuclear_apb3,gas_ccs_apb3,coal_ccs_cfbio_apb3,nh3_apb3,hydro_apb4,micro_hydro_apb4,geothermal_apb4,bioenergy_apb4,nuclear_apb4,gas_ccs_apb4,coal_ccs_cfbio_apb4,nh3_apb4,hydro_apb5,micro_hydro_apb5,geothermal_apb5,bioenergy_apb5,nuclear_apb5,gas_ccs_apb5,coal_ccs_cfbio_apb5,nh3_apb5,gas_h2_apb1,gas_h2_apb2,gas_h2_apb3,gas_h2_apb4,gas_h2_apb5,coal_apb1,coal_apb2,coal_apb3,coal_apb4,coal_apb5,gas_ccgt_apb1,gas_ccgt_apb2,gas_ccgt_apb3,gas_ccgt_apb4,gas_ccgt_apb5,gas_ocgt_apb1,gas_ocgt_apb2,gas_ocgt_apb3,gas_ocgt_apb4,gas_ocgt_apb5,new_h2_apb1,new_h2_apb2,new_h2_apb3,new_h2_apb4,new_h2_apb5
2060,0.673985113,0.94880576,0.273972603,0.84,0.84,0.91,0.81,0.935,0.95,0.8,0.8,0.84,0.84,0.91,0.81,0.935,0.95,0.8,0.8,0.84,0.84,0.91,0.81,0.935,0.95,0.8,0.8,0.84,0.84,0.91,0.81,0.935,0.95,0.8,0.8,0.84,0.84,0.91,0.81,0.935,0.95,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0.95,0.95,0.95
