Year,Month,Day,Interval,wind_apb1,wind_apb2,wind_apb3,wind_apb4,wind_apb5
2025,3,29,19,0,0,0.013944312,0,0.002774288
2025,3,29,20,0,0,0.012239494,0,0.005621616
2025,3,29,21,0,0,0.015870845,0,0.006171501
2025,3,29,22,0,0,0.019234171,0,0.004416479
2025,3,29,23,0,0,0.017667409,0,0.001838365
2025,3,29,24,0,0,0.019408283,0,0
2025,3,30,1,0,0,0,0,0
2025,3,30,2,0,0,0.001003531,0,0
2025,3,30,3,0,0,0.00801145,0.007998008,0.012570591
2025,3,30,4,0,0,0.033264481,0.024292104,0.033898
2025,3,30,5,0,0,0.077013976,0.030125412,0.040546998
2025,3,30,6,0,0,0.121176467,0.032744278,0.049708135
2025,3,30,7,0,0,0.15134022,0.042391361,0.053196021
2025,3,30,8,0,0,0.15666132,0.027462117,0.029865695
2025,3,30,9,0,0,0.122083593,0.014217976,0.016789869
2025,3,30,10,0,0,0.078367326,0,0.008553376
2025,3,30,11,0,0,0.052950637,0,0
2025,3,30,12,0,0,0.038357778,0,0.000376719
2025,3,30,13,0,0,0.032270685,0,0.002316325
2025,3,30,14,0,0,0.026805344,0.0033793,0.003795728
2025,3,30,15,0,0,0.023761989,0.007650219,0.009283993
2025,3,30,16,0,0,0.017616858,0.009027327,0.011940751
2025,3,30,17,0,0,0.016748491,0.003572111,0.007305804
2025,3,30,18,0,0,0.01454069,0,0.00420614
2025,3,30,19,0,0,0.013944312,0,0.002774288
2025,3,30,20,0,0,0.012239494,0,0.005621616
2025,3,30,21,0,0,0.015870845,0,0.006171501
2025,3,30,22,0,0,0.019234171,0,0.004416479
2025,3,30,23,0,0,0.017667409,0,0.001838365
2025,3,30,24,0,0,0.019408283,0,0
2025,3,31,1,0,0,0,0,0
2025,3,31,2,0,0,0.001003531,0,0
2025,3,31,3,0,0,0.00801145,0.007998008,0.012570591
2025,3,31,4,0,0,0.033264481,0.024292104,0.033898
2025,3,31,5,0,0,0.077013976,0.030125412,0.040546998
2025,3,31,6,0,0,0.121176467,0.032744278,0.049708135
2025,3,31,7,0,0,0.15134022,0.042391361,0.053196021
2025,3,31,8,0,0,0.15666132,0.027462117,0.029865695
2025,3,31,9,0,0,0.122083593,0.014217976,0.016789869
2025,3,31,10,0,0,0.078367326,0,0.008553376
2025,3,31,11,0,0,0.052950637,0,0
2025,3,31,12,0,0,0.038357778,0,0.000376719
2025,3,31,13,0,0,0.032270685,0,0.002316325
2025,3,31,14,0,0,0.026805344,0.0033793,0.003795728
2025,3,31,15,0,0,0.023761989,0.007650219,0.009283993
2025,3,31,16,0,0,0.017616858,0.009027327,0.011940751
2025,3,31,17,0,0,0.016748491,0.003572111,0.007305804
2025,3,31,18,0,0,0.01454069,0,0.00420614
2025,3,31,19,0,0,0.013944312,0,0.002774288
2025,3,31,20,0,0,0.012239494,0,0.005621616
2025,3,31,21,0,0,0.015870845,0,0.006171501
2025,3,31,22,0,0,0.019234171,0,0.004416479
2025,3,31,23,0,0,0.017667409,0,0.001838365
2025,3,31,24,0,0,0.019408283,0,0
2025,4,1,1,0,0,0,0,0
2025,4,1,2,0,0,0,0,0
2025,4,1,3,0,0,0,0,0.002119667
2025,4,1,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,1,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,1,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,1,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,1,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,1,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,1,10,0,0,0.081652851,0,0.001304005
2025,4,1,11,0,0,0.075724704,0,0
2025,4,1,12,0,0,0.082560863,0,0
2025,4,1,13,0,0,0.071320328,0,0.000470171
2025,4,1,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,1,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,1,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,1,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,1,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,1,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,1,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,1,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,1,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,1,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,1,24,0,0,0.01378479,0,0
2025,4,2,1,0,0,0,0,0
2025,4,2,2,0,0,0,0,0
2025,4,2,3,0,0,0,0,0.002119667
2025,4,2,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,2,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,2,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,2,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,2,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,2,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,2,10,0,0,0.081652851,0,0.001304005
2025,4,2,11,0,0,0.075724704,0,0
2025,4,2,12,0,0,0.082560863,0,0
2025,4,2,13,0,0,0.071320328,0,0.000470171
2025,4,2,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,2,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,2,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,2,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,2,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,2,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,2,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,2,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,2,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,2,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,2,24,0,0,0.01378479,0,0
2025,4,3,1,0,0,0,0,0
2025,4,3,2,0,0,0,0,0
2025,4,3,3,0,0,0,0,0.002119667
2025,4,3,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,3,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,3,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,3,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,3,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,3,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,3,10,0,0,0.081652851,0,0.001304005
2025,4,3,11,0,0,0.075724704,0,0
2025,4,3,12,0,0,0.082560863,0,0
2025,4,3,13,0,0,0.071320328,0,0.000470171
2025,4,3,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,3,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,3,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,3,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,3,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,3,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,3,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,3,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,3,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,3,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,3,24,0,0,0.01378479,0,0
2025,4,4,1,0,0,0,0,0
2025,4,4,2,0,0,0,0,0
2025,4,4,3,0,0,0,0,0.002119667
2025,4,4,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,4,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,4,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,4,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,4,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,4,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,4,10,0,0,0.081652851,0,0.001304005
2025,4,4,11,0,0,0.075724704,0,0
2025,4,4,12,0,0,0.082560863,0,0
2025,4,4,13,0,0,0.071320328,0,0.000470171
2025,4,4,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,4,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,4,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,4,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,4,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,4,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,4,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,4,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,4,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,4,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,4,24,0,0,0.01378479,0,0
2025,4,5,1,0,0,0,0,0
2025,4,5,2,0,0,0,0,0
2025,4,5,3,0,0,0,0,0.002119667
2025,4,5,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,5,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,5,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,5,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,5,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,5,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,5,10,0,0,0.081652851,0,0.001304005
2025,4,5,11,0,0,0.075724704,0,0
2025,4,5,12,0,0,0.082560863,0,0
2025,4,5,13,0,0,0.071320328,0,0.000470171
2025,4,5,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,5,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,5,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,5,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,5,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,5,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,5,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,5,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,5,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,5,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,5,24,0,0,0.01378479,0,0
2025,4,6,1,0,0,0,0,0
2025,4,6,2,0,0,0,0,0
2025,4,6,3,0,0,0,0,0.002119667
2025,4,6,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,6,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,6,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,6,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,6,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,6,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,6,10,0,0,0.081652851,0,0.001304005
2025,4,6,11,0,0,0.075724704,0,0
2025,4,6,12,0,0,0.082560863,0,0
2025,4,6,13,0,0,0.071320328,0,0.000470171
2025,4,6,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,6,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,6,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,6,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,6,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,6,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,6,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,6,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,6,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,6,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,6,24,0,0,0.01378479,0,0
2025,4,7,1,0,0,0,0,0
2025,4,7,2,0,0,0,0,0
2025,4,7,3,0,0,0,0,0.002119667
2025,4,7,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,7,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,7,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,7,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,7,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,7,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,7,10,0,0,0.081652851,0,0.001304005
2025,4,7,11,0,0,0.075724704,0,0
2025,4,7,12,0,0,0.082560863,0,0
2025,4,7,13,0,0,0.071320328,0,0.000470171
2025,4,7,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,7,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,7,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,7,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,7,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,7,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,7,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,7,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,7,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,7,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,7,24,0,0,0.01378479,0,0
2025,4,8,1,0,0,0,0,0
2025,4,8,2,0,0,0,0,0
2025,4,8,3,0,0,0,0,0.002119667
2025,4,8,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,8,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,8,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,8,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,8,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,8,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,8,10,0,0,0.081652851,0,0.001304005
2025,4,8,11,0,0,0.075724704,0,0
2025,4,8,12,0,0,0.082560863,0,0
2025,4,8,13,0,0,0.071320328,0,0.000470171
2025,4,8,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,8,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,8,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,8,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,8,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,8,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,8,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,8,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,8,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,8,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,8,24,0,0,0.01378479,0,0
2025,4,9,1,0,0,0,0,0
2025,4,9,2,0,0,0,0,0
2025,4,9,3,0,0,0,0,0.002119667
2025,4,9,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,9,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,9,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,9,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,9,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,9,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,9,10,0,0,0.081652851,0,0.001304005
2025,4,9,11,0,0,0.075724704,0,0
2025,4,9,12,0,0,0.082560863,0,0
2025,4,9,13,0,0,0.071320328,0,0.000470171
2025,4,9,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,9,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,9,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,9,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,9,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,9,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,9,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,9,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,9,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,9,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,9,24,0,0,0.01378479,0,0
2025,4,10,1,0,0,0,0,0
2025,4,10,2,0,0,0,0,0
2025,4,10,3,0,0,0,0,0.002119667
2025,4,10,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,10,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,10,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,10,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,10,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,10,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,10,10,0,0,0.081652851,0,0.001304005
2025,4,10,11,0,0,0.075724704,0,0
2025,4,10,12,0,0,0.082560863,0,0
2025,4,10,13,0,0,0.071320328,0,0.000470171
2025,4,10,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,10,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,10,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,10,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,10,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,10,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,10,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,10,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,10,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,10,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,10,24,0,0,0.01378479,0,0
2025,4,11,1,0,0,0,0,0
2025,4,11,2,0,0,0,0,0
2025,4,11,3,0,0,0,0,0.002119667
2025,4,11,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,11,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,11,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,11,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,11,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,11,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,11,10,0,0,0.081652851,0,0.001304005
2025,4,11,11,0,0,0.075724704,0,0
2025,4,11,12,0,0,0.082560863,0,0
2025,4,11,13,0,0,0.071320328,0,0.000470171
2025,4,11,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,11,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,11,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,11,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,11,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,11,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,11,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,11,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,11,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,11,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,11,24,0,0,0.01378479,0,0
2025,4,12,1,0,0,0,0,0
2025,4,12,2,0,0,0,0,0
2025,4,12,3,0,0,0,0,0.002119667
2025,4,12,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,12,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,12,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,12,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,12,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,12,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,12,10,0,0,0.081652851,0,0.001304005
2025,4,12,11,0,0,0.075724704,0,0
2025,4,12,12,0,0,0.082560863,0,0
2025,4,12,13,0,0,0.071320328,0,0.000470171
2025,4,12,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,12,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,12,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,12,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,12,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,12,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,12,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,12,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,12,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,12,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,12,24,0,0,0.01378479,0,0
2025,4,13,1,0,0,0,0,0
2025,4,13,2,0,0,0,0,0
2025,4,13,3,0,0,0,0,0.002119667
2025,4,13,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,13,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,13,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,13,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,13,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,13,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,13,10,0,0,0.081652851,0,0.001304005
2025,4,13,11,0,0,0.075724704,0,0
2025,4,13,12,0,0,0.082560863,0,0
2025,4,13,13,0,0,0.071320328,0,0.000470171
2025,4,13,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,13,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,13,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,13,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,13,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,13,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,13,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,13,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,13,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,13,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,13,24,0,0,0.01378479,0,0
2025,4,14,1,0,0,0,0,0
2025,4,14,2,0,0,0,0,0
2025,4,14,3,0,0,0,0,0.002119667
2025,4,14,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,14,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,14,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,14,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,14,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,14,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,14,10,0,0,0.081652851,0,0.001304005
2025,4,14,11,0,0,0.075724704,0,0
2025,4,14,12,0,0,0.082560863,0,0
2025,4,14,13,0,0,0.071320328,0,0.000470171
2025,4,14,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,14,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,14,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,14,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,14,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,14,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,14,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,14,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,14,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,14,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,14,24,0,0,0.01378479,0,0
2025,4,15,1,0,0,0,0,0
2025,4,15,2,0,0,0,0,0
2025,4,15,3,0,0,0,0,0.002119667
2025,4,15,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,15,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,15,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,15,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,15,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,15,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,15,10,0,0,0.081652851,0,0.001304005
2025,4,15,11,0,0,0.075724704,0,0
2025,4,15,12,0,0,0.082560863,0,0
2025,4,15,13,0,0,0.071320328,0,0.000470171
2025,4,15,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,15,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,15,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,15,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,15,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,15,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,15,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,15,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,15,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,15,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,15,24,0,0,0.01378479,0,0
2025,4,16,1,0,0,0,0,0
2025,4,16,2,0,0,0,0,0
2025,4,16,3,0,0,0,0,0.002119667
2025,4,16,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,16,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,16,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,16,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,16,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,16,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,16,10,0,0,0.081652851,0,0.001304005
2025,4,16,11,0,0,0.075724704,0,0
2025,4,16,12,0,0,0.082560863,0,0
2025,4,16,13,0,0,0.071320328,0,0.000470171
2025,4,16,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,16,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,16,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,16,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,16,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,16,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,16,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,16,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,16,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,16,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,16,24,0,0,0.01378479,0,0
2025,4,17,1,0,0,0,0,0
2025,4,17,2,0,0,0,0,0
2025,4,17,3,0,0,0,0,0.002119667
2025,4,17,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,17,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,17,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,17,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,17,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,17,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,17,10,0,0,0.081652851,0,0.001304005
2025,4,17,11,0,0,0.075724704,0,0
2025,4,17,12,0,0,0.082560863,0,0
2025,4,17,13,0,0,0.071320328,0,0.000470171
2025,4,17,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,17,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,17,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,17,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,17,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,17,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,17,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,17,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,17,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,17,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,17,24,0,0,0.01378479,0,0
2025,4,18,1,0,0,0,0,0
2025,4,18,2,0,0,0,0,0
2025,4,18,3,0,0,0,0,0.002119667
2025,4,18,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,18,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,18,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,18,7,0,0,0.082026059,0.027032468,0.052504134
2025,4,18,8,0,0,0.104580841,0.015652724,0.031042439
2025,4,18,9,0,0,0.099803041,0.004613923,0.010763308
2025,4,18,10,0,0,0.081652851,0,0.001304005
2025,4,18,11,0,0,0.075724704,0,0
2025,4,18,12,0,0,0.082560863,0,0
2025,4,18,13,0,0,0.071320328,0,0.000470171
2025,4,18,14,0,0,0.053800987,0.004426333,0.006527132
2025,4,18,15,0,0,0.050547979,0.016266945,0.014407139
2025,4,18,16,0,0,0.039625827,0.023451169,0.015954644
2025,4,18,17,0,0,0.027661792,0.020533088,0.014018175
2025,4,18,18,0,0,0.021893181,0.011731175,0.00891736
2025,4,18,19,0,0,0.01753663,0.006447346,0.00443881
2025,4,18,20,0,0,0.012581411,0.003803218,0.002901518
2025,4,18,21,0,0,0.014018175,0.000752329,0.003901063
2025,4,18,22,0,0,0.01341711,0.000308855,0.0036996
2025,4,18,23,0,0,0.012667392,0.000768705,0.00233914
2025,4,18,24,0,0,0.01378479,0,0
2025,4,19,1,0,0,0,0,0
2025,4,19,2,0,0,0,0,0
2025,4,19,3,0,0,0,0,0.002119667
2025,4,19,4,0,0,0.001471857,0.004973519,0.015269731
2025,4,19,5,0,0,0.024054857,0.016173901,0.029618678
2025,4,19,6,0,0,0.050988625,0.027217538,0.046195111
2025,4,19,7,0,0,0.082026059,0.027032468,0.052504134
