Year-month,hydro_apb2,hydro_apb4,micro_hydro_apb1,micro_hydro_apb2,micro_hydro_apb3,micro_hydro_apb4,micro_hydro_apb5
205208,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205209,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205210,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205211,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205212,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205301,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205302,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205303,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205304,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205305,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205306,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205307,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205308,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205309,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205310,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205311,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205312,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205401,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205402,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205403,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205404,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205405,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205406,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205407,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205408,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205409,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205410,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205411,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205412,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205501,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205502,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205503,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205504,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205505,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205506,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205507,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205508,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205509,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205510,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205511,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205512,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205601,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205602,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205603,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205604,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205605,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205606,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205607,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205608,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205609,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205610,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205611,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205612,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205701,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205702,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205703,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205704,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205705,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205706,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205707,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205708,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205709,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205710,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205711,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205712,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205801,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205802,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205803,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205804,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205805,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205806,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205807,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205808,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205809,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205810,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205811,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205812,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
205901,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205902,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205903,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
205904,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
205905,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
205906,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
205907,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
205908,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205909,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
205910,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
205911,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
205912,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
206001,0.45,0.26,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
206002,0.45,0.29,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
206003,0.55,0.38,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001,0.9226000000000001
206004,0.55,0.36,0.5214,0.5214,0.5214,0.5214,0.5214
206005,0.38,0.28,0.5214,0.5214,0.5214,0.5214,0.5214
206006,0.3,0.23,0.5214,0.5214,0.5214,0.5214,0.5214
206007,0.26,0.19,0.3868,0.3868,0.3868,0.3868,0.3868
206008,0.24,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
206009,0.23,0.17,0.3868,0.3868,0.3868,0.3868,0.3868
206010,0.25,0.21,0.7736,0.7736,0.7736,0.7736,0.7736
206011,0.31,0.24,0.7736,0.7736,0.7736,0.7736,0.7736
206012,0.39,0.31,0.7736,0.7736,0.7736,0.7736,0.7736
