Year,Month,Day,Interval,APB1,APB2,APB3,APB4,APB5,Sumatera,Kalimantan,Lombok
2059,1,1,1,90249.70558,47658.92827666667,32339.505526666664,47542.024583333325,6194.4249070000005,0.0,0.0,0.0
2059,1,1,2,84405.06567333335,44800.889010000006,30270.729613333333,45926.75438333334,6113.69272,0.0,0.0,0.0
2059,1,1,3,86804.28790333333,46419.97248,32047.682090000002,46365.14323000001,6980.256326,0.0,0.0,0.0
2059,1,1,4,100591.21546333334,49738.10894333333,34142.98740666666,50541.83545333333,7653.732728,0.0,0.0,0.0
2059,1,1,5,102066.56621333334,48849.45566,34509.52351666667,50440.18480333334,7718.612643666666,0.0,0.0,0.0
2059,1,1,6,102159.88216,49213.34972666667,34206.42372666667,50149.31468666667,7565.210593333333,0.0,0.0,0.0
2059,1,1,7,95395.86498333333,51513.64506666667,38723.09542333334,53056.62673333334,8060.389796666666,0.0,0.0,0.0
2059,1,1,8,95733.01175,50964.80783333333,37178.04370333333,51456.827476666665,6952.991508666666,0.0,0.0,0.0
2059,1,2,1,90571.00007,47828.400499999996,32456.32750666667,47713.70305333333,6230.078899,0.0,0.0,0.0
2059,1,2,2,84882.32255,45055.23353666667,30444.886700000003,46186.51918,6148.910911,0.0,0.0,0.0
2059,1,2,3,87295.51765666668,46682.18866000001,32228.076586666666,46625.97029666667,7019.423965999999,0.0,0.0,0.0
2059,1,2,4,101142.04104666667,50005.5275,34329.837203333336,50815.05561666667,7694.997661666667,0.0,0.0,0.0
2059,1,2,5,102628.61366666667,49114.559023333335,34697.953096666664,50712.99640333333,7760.258903000001,0.0,0.0,0.0
2059,1,2,6,102719.45103333333,49481.23132666666,34393.191816666666,50422.28971666666,7606.557239333334,0.0,0.0,0.0
2059,1,2,7,95922.44912,51788.93529,38939.17114666667,53348.722539999995,8103.152797333333,0.0,0.0,0.0
2059,1,2,8,96257.3624,51236.20308000001,37381.69908666667,51737.67416333334,6992.2136236666665,0.0,0.0,0.0
2059,1,3,1,74328.87706000001,38941.75871666666,26133.749780000002,39009.82542666667,5092.855461333334,0.0,0.0,0.0
2059,1,3,2,69445.53306333332,36849.66743666667,24884.716076666664,37786.69466666667,5025.851014666667,0.0,0.0,0.0
2059,1,3,3,71431.39777666666,38210.78378,26374.72065666667,38165.29702333333,5753.394012666667,0.0,0.0,0.0
2059,1,3,4,83174.11772333333,41081.35233666667,28173.19082,41755.83653,6327.997998999999,0.0,0.0,0.0
2059,1,3,5,84391.63754666667,40308.43152666667,28496.77327,41666.088696666666,6384.8973036666675,0.0,0.0,0.0
2059,1,3,6,84498.92637333334,40614.96325333333,28228.374159999996,41407.22274,6253.721118333334,0.0,0.0,0.0
2059,1,3,7,78757.57137333334,42617.361176666665,32148.379426666666,43962.38011333334,6686.362838666667,0.0,0.0,0.0
2059,1,3,8,79095.09946333333,42161.976083333335,30830.870446666668,42573.67210333334,5728.689527666666,0.0,0.0,0.0
2059,1,4,1,80857.04403333332,42866.612276666674,29405.473410000002,43654.4048,6043.773852333333,0.0,0.0,0.0
2059,1,4,2,77577.83007000001,42649.20190666666,28834.00175,43812.81856666666,5935.286571333333,0.0,0.0,0.0
2059,1,4,3,78687.84316666667,43529.22088,30103.381923333334,43647.568166666664,6662.693381666667,0.0,0.0,0.0
2059,1,4,4,87366.82564333333,45664.7561,31774.65259,46984.00828333333,7430.956561666666,0.0,0.0,0.0
2059,1,4,5,87960.25079666667,44496.99933333333,31800.58276666667,46659.33633,7402.547765666666,0.0,0.0,0.0
2059,1,4,6,85770.73069666667,43873.503893333334,30685.340056666668,44787.54260000001,7308.414689333334,0.0,0.0,0.0
2059,1,4,7,85300.88244333334,46710.352320000005,35300.393893333334,49014.54263333333,7692.954843333333,0.0,0.0,0.0
2059,1,4,8,84646.17272999999,45929.4509,33897.00482,47143.593263333336,6826.173336333333,0.0,0.0,0.0
2059,1,5,1,82181.90716333334,43272.77906666666,30463.05416666667,44641.14060666666,6161.494673,0.0,0.0,0.0
2059,1,5,2,76847.97188,40609.40678666667,28657.692893333337,42577.70326333334,5903.799929,0.0,0.0,0.0
2059,1,5,3,74715.35108,40546.24284,28907.57045,41115.91682333333,6644.7982913333335,0.0,0.0,0.0
2059,1,5,4,78203.72242,39750.82379,28696.42473,40660.42277,7279.1615286666665,0.0,0.0,0.0
2059,1,5,5,79799.57223,39416.48249666667,28862.21988,41260.384946666665,7334.18144,0.0,0.0,0.0
2059,1,5,6,79682.01483333333,39066.15274333333,28659.926373333332,40734.01871333333,7355.835316333333,0.0,0.0,0.0
2059,1,5,7,82694.54565333332,43835.58918,34783.070536666666,47502.067056666674,7885.333870333333,0.0,0.0,0.0
2059,1,5,8,83549.50605000001,43562.69586666667,33457.635416666664,46138.96236666667,6805.745151666667,0.0,0.0,0.0
2059,1,6,1,85364.26429,44575.90660333333,30761.251193333334,45393.142953333336,6201.288777333334,0.0,0.0,0.0
2059,1,6,2,84496.93803,44849.94389666667,30304.177363333332,45976.84429,6120.447639999999,0.0,0.0,0.0
2059,1,6,3,86898.85677999999,46470.498190000006,32082.437243333334,46415.31485,6987.801135999999,0.0,0.0,0.0
2059,1,6,4,100697.3603,49789.47902,34178.80482333333,50594.45846,7661.658863666667,0.0,0.0,0.0
2059,1,6,5,102174.67216999999,48900.77126,34545.69502666666,50492.617146666664,7726.6204916666675,0.0,0.0,0.0
2059,1,6,6,102267.52509333333,49264.992176666674,34242.26838666667,50201.99216666666,7573.191204,0.0,0.0,0.0
2059,1,6,7,95497.21601999999,51566.75834666667,38764.469306666666,53112.8451,8068.670021000001,0.0,0.0,0.0
2059,1,6,8,95833.81803000001,51016.91332,37217.293053333335,51510.56722,6960.536318666666,0.0,0.0,0.0
2059,1,7,1,90288.60084000001,47679.410936666674,32353.669066666665,47562.69790666667,6195.8957359999995,0.0,0.0,0.0
2059,1,7,2,84424.40435333333,44811.29377,30277.75691,45937.29532666667,6115.081836666667,0.0,0.0,0.0
2059,1,7,3,86824.17134,46430.62237,32055.036239999998,46375.71141333333,6981.8088683333335,0.0,0.0,0.0
2059,1,7,4,100613.41408333334,49749.00397666667,34150.47774,50553.00286,7655.366983,0.0,0.0,0.0
2059,1,7,5,102089.25512666667,48860.32345333334,34517.150043333335,50451.32497666666,7720.274135666667,0.0,0.0,0.0
2059,1,7,6,102182.46210333332,49224.05409666667,34213.88682666667,50160.45486,7566.872085333333,0.0,0.0,0.0
2059,1,7,7,95417.11029666667,51524.67628666666,38731.784210000005,53068.22994333333,8062.160239333333,0.0,0.0,0.0
2059,1,7,8,95754.06640000001,50975.73010000001,37186.32392333334,51468.13107,6954.598525666667,0.0,0.0,0.0
2059,1,8,1,90249.73281666667,47658.95551333334,32339.478286666665,47542.07906,6194.4249070000005,0.0,0.0,0.0
2059,1,8,2,84405.03843333333,44800.88901333333,30270.729613333333,45926.72714333333,6113.665482666667,0.0,0.0,0.0
2059,1,8,3,86804.31514,46419.94524,32047.682093333337,46365.19770333334,6980.256326,0.0,0.0,0.0
2059,1,8,4,100591.13375333334,49738.08170666667,34142.960166666664,50541.86269,7653.732728,0.0,0.0,0.0
2059,1,8,5,102066.51173666667,48849.48289666666,34509.52351666667,50440.18480333334,7718.612643666666,0.0,0.0,0.0
2059,1,8,6,102159.88216333331,49213.37696666666,34206.39649,50149.34192333333,7565.210593333333,0.0,0.0,0.0
2059,1,8,7,95395.94669333333,51513.64506666667,38723.068186666664,53056.62673333334,8060.389796666666,0.0,0.0,0.0
2059,1,8,8,95733.01175,50964.80783333333,37178.07094,51456.800240000004,6953.018746333332,0.0,0.0,0.0
2059,1,9,1,90570.97283333335,47828.400499999996,32456.32750666667,47713.70305333333,6230.078899,0.0,0.0,0.0
2059,1,9,2,84882.34978666667,45055.20629666666,30444.886700000003,46186.51918,6148.910911,0.0,0.0,0.0
2059,1,9,3,87295.49042,46682.16142333334,32228.076586666666,46625.997533333335,7019.423965999999,0.0,0.0,0.0
2059,1,9,4,101142.01381333334,50005.50026333333,34329.837203333336,50815.05561666667,7694.997661666667,0.0,0.0,0.0
2059,1,9,5,102628.5592,49114.53178666667,34697.92585666667,50712.94193,7760.258903000001,0.0,0.0,0.0
2059,1,9,6,102719.45103333333,49481.23132666666,34393.191816666666,50422.26247666666,7606.557239333334,0.0,0.0,0.0
2059,1,9,7,95922.44911666667,51788.96252666667,38939.17114666667,53348.6953,8103.152797333333,0.0,0.0,0.0
2059,1,9,8,96257.3624,51236.17584,37381.671850000006,51737.67416333334,6992.2136236666665,0.0,0.0,0.0
2059,1,10,1,90591.29207000001,47838.36945666667,32463.95402666667,47723.018306666665,6213.872539333333,0.0,0.0,0.0
2059,1,10,2,84665.10285000001,44939.582773333335,30365.54363,46068.41703333333,6132.840738666666,0.0,0.0,0.0
2059,1,10,3,87072.11502666667,46562.80635,32146.200419999997,46507.241683333334,7001.583351333334,0.0,0.0,0.0
2059,1,10,4,100892.02730999999,49884.23856,34244.529103333334,50691.179103333336,7676.176493999999,0.0,0.0,0.0
2059,1,10,5,102373.31585666667,48994.468536666674,34612.318146666665,50588.847513333334,7741.274310000001,0.0,0.0,0.0
2059,1,10,6,102465.40612333333,49359.50658000001,34308.23780333333,50298.30425000001,7587.736072,0.0,0.0,0.0
2059,1,10,7,95682.70393999999,51664.05098333334,38841.00691,53216.429613333334,8083.705164999999,0.0,0.0,0.0
2059,1,10,8,96019.30595333333,51113.19816666667,37288.982363333336,51609.684773333334,6974.345771333334,0.0,0.0,0.0
2059,1,11,1,87960.49593333334,46605.4604,32009.249866666665,47422.99636333333,6221.008785333334,0.0,0.0,0.0
2059,1,11,2,79856.55325,43896.81926,29682.0438,45088.57233333334,6109.933934000001,0.0,0.0,0.0
2059,1,11,3,80995.51989333333,44796.14967666666,30978.906693333334,44916.97558,6854.908983333334,0.0,0.0,0.0
2059,1,11,4,89876.44178666668,46968.67352666667,32684.90527666667,48318.15942333333,7638.071119666667,0.0,0.0,0.0
2059,1,11,5,90489.85932,45781.087803333336,32711.734290000004,47989.86487333333,7608.817959,0.0,0.0,0.0
2059,1,11,6,88252.15594333333,45145.85296333333,31574.755993333336,46087.45610333333,7513.649854333333,0.0,0.0,0.0
2059,1,11,7,87762.58768,48044.69412333333,36279.72107666667,50388.32444999999,7902.493545666667,0.0,0.0,0.0
2059,1,11,8,87093.03349,47251.69921666667,34841.52238,48474.36694666667,7022.1477239999995,0.0,0.0,0.0
2059,1,12,1,81121.95674,42715.171330000005,30077.7786,44061.66109333333,5948.850886333334,0.0,0.0,0.0
2059,1,12,2,74187.26888,39202.74920666667,27665.863656666665,41105.48482666667,5699.136753666667,0.0,0.0,0.0
2059,1,12,3,72126.14673333334,39144.40631333333,27907.515466666664,39695.313603333336,6418.099913666666,0.0,0.0,0.0
2059,1,12,4,75503.63388666666,38372.35710666667,27702.55267666667,39250.22430666666,7033.696458333333,0.0,0.0,0.0
2059,1,12,5,77052.88019,38049.29217333333,27863.853626666667,39829.51316,7087.436203333334,0.0,0.0,0.0
2059,1,12,6,76938.29169333332,37711.73684,27667.988186666666,39321.096489999996,7111.378036333333,0.0,0.0,0.0
2059,1,12,7,79863.11750666668,42328.64283333333,33642.19725999999,45921.60647666667,7631.261724666667,0.0,0.0,0.0
2059,1,12,8,80692.80143,42061.98692333334,32344.108673333336,44576.53306666666,6574.280197,0.0,0.0,0.0
2059,1,13,1,82478.14308333333,43068.19760000001,29704.787176666665,43846.34802666667,5987.364824333334,0.0,0.0,0.0
2059,1,13,2,81616.53671333333,43313.55372333334,29258.145343333334,44409.702893333335,5908.7571683333335,0.0,0.0,0.0
2059,1,13,3,83936.93338666666,44889.629049999996,30992.961283333334,44841.79985666667,6751.950930999999,0.0,0.0,0.0
2059,1,13,4,97371.62457333335,48165.547263333334,33052.91222,48939.149013333335,7410.446664,0.0,0.0,0.0
2059,1,13,5,98795.6597,47286.31818333333,33410.65059333333,48836.43609333333,7474.318789,0.0,0.0,0.0
2059,1,13,6,98891.78113666666,47645.309486666665,33114.1423,48550.169129999995,7323.395358666666,0.0,0.0,0.0
2059,1,13,7,92322.21303666667,49900.36320666667,37479.863326666666,51365.826720000005,7810.239862333333,0.0,0.0,0.0
2059,1,13,8,92670.99024999999,49366.0436,35998.111736666666,49825.2692,6724.985726999999,0.0,0.0,0.0
2059,1,14,1,87281.40858999999,46094.21102333334,31260.40708,45962.76246,5982.107971333334,0.0,0.0,0.0
2059,1,14,2,81545.71900666667,43275.802436666665,29232.487540000002,44371.05276333333,5903.6092659999995,0.0,0.0,0.0
2059,1,14,3,83863.99115,44850.76102,30966.050553333334,44803.12249666667,6746.067614,0.0,0.0,0.0
2059,1,14,4,97290.21142666666,48125.37183333334,33025.10264999999,48898.26540333333,7404.182020333334,0.0,0.0,0.0
2059,1,14,5,98712.99365333334,47246.469600000004,33382.43245666667,48795.52525,7468.135858000001,0.0,0.0,0.0
2059,1,14,6,98809.33297333332,47605.188533333334,33086.19654333333,48509.53066,7317.2396653333335,0.0,0.0,0.0
2059,1,14,7,92243.93223666667,49859.17998666666,37448.812483333335,51323.52676,7803.702843333333,0.0,0.0,0.0
2059,1,14,8,92593.33591000001,49325.26894666667,35968.422776666666,49783.677416666666,6719.184122333333,0.0,0.0,0.0
2059,1,15,1,87243.05808,46074.32759,31246.43420666667,45942.41598666667,5980.691617333333,0.0,0.0,0.0
2059,1,15,2,81526.89783666667,43265.860720000004,29225.62367,44360.78419666667,5902.220149333333,0.0,0.0,0.0
2059,1,15,3,83844.62523,44840.43798333333,30958.968783333334,44792.881166666666,6744.515071666666,0.0,0.0,0.0
2059,1,15,4,97268.85717333334,48114.885363333335,33017.694030000006,48887.64274666667,7402.602240666667,0.0,0.0,0.0
2059,1,15,5,98691.17636,47235.9559,33375.02384,48784.82087999999,7466.556078666667,0.0,0.0,0.0
2059,1,15,6,98787.67909666667,47594.56587333333,33078.78792,48498.69010666667,7315.605410333334,0.0,0.0,0.0
2059,1,15,7,92223.34061999999,49848.50285333333,37440.72292333333,51312.4683,7802.123063666667,0.0,0.0,0.0
2059,1,15,8,92572.90772333334,49314.59181333333,35960.66006666666,49772.83686,6717.631580333334,0.0,0.0,0.0
2059,1,16,1,87559.34086,46242.274509999996,31360.505186666665,46111.12555999999,6015.310581333334,0.0,0.0,0.0
2059,1,16,2,81993.50482333334,43514.458113333334,29394.68733,44614.91082,5936.403312333333,0.0,0.0,0.0
2059,1,16,3,84324.11558666667,45096.144380000005,31135.65896666667,45047.7432,6782.947297,0.0,0.0,0.0
2059,1,16,4,97805.62814666667,48377.673539999996,33200.948463333334,49156.64108333333,7443.295185666667,0.0,0.0,0.0
2059,1,16,5,99235.79176666668,47497.40943,33559.47673,49053.76475,7507.276260333333,0.0,0.0,0.0
2059,1,16,6,99331.34119666666,47857.81708333333,33262.04236,48767.361593333335,7356.025979333334,0.0,0.0,0.0
2059,1,16,7,92737.47718,50117.310529999995,37646.99311666667,51593.04261333333,7844.232362,0.0,0.0,0.0
2059,1,16,8,93083.93919666666,49583.20882333334,36156.08970333333,50045.403320000005,6755.818667333333,0.0,0.0,0.0
2059,1,17,1,87578.57058666665,46250.85434333333,31368.267896666668,46120.577,5999.540022666667,0.0,0.0,0.0
2059,1,17,2,81780.83379666666,43401.14978,29317.659453333337,44499.39624,5920.796179,0.0,0.0,0.0
2059,1,17,3,84105.69743333333,44979.70372333333,31055.117443333333,44931.73834666667,6765.4607706666675,0.0,0.0,0.0
2059,1,17,4,97561.66113666666,48258.155033333336,33117.57423333334,49034.20816666667,7424.828106000001,0.0,0.0,0.0
2059,1,17,5,98988.28388,47378.62634333334,33475.584983333334,48931.52249,7488.727469,0.0,0.0,0.0
2059,1,17,6,99083.53370999999,47737.83554666667,33178.722603333335,48645.064860000006,7337.613375333334,0.0,0.0,0.0
2059,1,17,7,92502.98885666666,49995.041033333335,37552.86004,51465.325600000004,7825.166055999999,0.0,0.0,0.0
2059,1,17,8,92851.24855,49461.021043333334,36067.37690333333,49921.19995333334,6738.386616333333,0.0,0.0,0.0
2059,1,18,1,84996.12116,45036.43960666666,30925.058,45826.8197,6006.458368,0.0,0.0,0.0
2059,1,18,2,77098.61209,42386.71335333333,28655.867976666665,43543.65679666667,5898.570313666666,0.0,0.0,0.0
2059,1,18,3,78202.46949333332,43262.26536,29918.90179666667,43380.013419999996,6622.191100333333,0.0,0.0,0.0
2059,1,18,4,86836.45548666666,45390.419193333335,31582.35527666667,46701.037066666664,7387.240245666667,0.0,0.0,0.0
2059,1,18,5,87426.91174333333,44225.304476666664,31608.01308,46377.72699333334,7358.559074,0.0,0.0,0.0
2059,1,18,6,85247.55126,43605.34991333333,30497.754843333332,44513.42359333333,7264.9707493333335,0.0,0.0,0.0
2059,1,18,7,84782.06101666666,46428.36165333333,35095.59452666667,48725.30677333334,7648.230736666667,0.0,0.0,0.0
2059,1,18,8,84129.61202666665,45650.32018333334,33696.91755666667,46862.58315333334,6784.962877999999,0.0,0.0,0.0
2059,1,19,1,80614.16653333332,42445.11072333334,29885.154433333333,43789.74833333333,6002.345493333333,0.0,0.0,0.0
2059,1,19,2,74856.11489333333,39556.26575666667,27915.223703333333,41475.834206666674,5750.534066666667,0.0,0.0,0.0
2059,1,19,3,72776.74356999999,39496.72440666667,28159.000043333333,40052.58894,6475.080931,0.0,0.0,0.0
2059,1,19,4,76182.66675333334,38718.76464666667,27952.403000000002,39604.53075,7095.4712893333335,0.0,0.0,0.0
2059,1,19,5,77743.78864666667,38392.78529333333,28114.956873333333,40188.99473666667,7149.728548666666,0.0,0.0,0.0
2059,1,19,6,77628.46473333333,38052.04317,27917.402703333337,39676.002160000004,7173.343530333333,0.0,0.0,0.0
2059,1,19,7,80575.67983,42707.898896666666,33929.117926666666,46319.95608333333,7695.351750666666,0.0,0.0,0.0
2059,1,19,8,81412.22762333333,42439.30912,32625.472873333332,44971.34179,6632.623093333333,0.0,0.0,0.0
2059,1,20,1,83206.23083333333,43449.333060000004,29970.871096666666,44236.526359999996,6041.159044666667,0.0,0.0,0.0
2059,1,20,2,82342.88126000001,43700.84487666667,29521.342076666668,44805.19255,5962.006637666666,0.0,0.0,0.0
2059,1,20,3,84682.94346333334,45287.37943,31267.89741666667,45238.62416,6811.573993333334,0.0,0.0,0.0
2059,1,20,4,98207.79103666666,48574.79190333333,33337.735590000004,49357.19139,7473.665087,0.0,0.0,0.0
2059,1,20,5,99644.08308666667,47692.62116333333,33697.24441,49255.213886666665,7538.136438666667,0.0,0.0,0.0
2059,1,20,6,99738.18894666666,48054.71755,33399.02014666667,48967.93913333333,7386.205217666667,0.0,0.0,0.0
2059,1,20,7,93122.28971333335,50318.21492333334,37801.375720000004,51803.80700666667,7875.719004333333,0.0,0.0,0.0
2059,1,20,8,93466.92681333334,49783.323326666665,36303.28158333333,50249.303843333335,6784.227463333334,0.0,0.0,0.0
2059,1,21,1,88041.82734666666,46496.21046333333,31536.26929,46367.10433666666,6035.929429333333,0.0,0.0,0.0
2059,1,21,2,82271.73669666667,43662.90292666666,29495.52085,44766.542426666674,5956.777021999999,0.0,0.0,0.0
2059,1,21,3,84610.02846,45248.402453333336,31241.041159999997,45199.78337333333,6805.7451513333335,0.0,0.0,0.0
2059,1,21,4,98126.07828333334,48534.7799,33309.92602333333,49316.41673,7467.427681,0.0,0.0,0.0
2059,1,21,5,99561.38982666667,47653.04496,33669.189699999995,49214.411993333335,7531.899033000001,0.0,0.0,0.0
2059,1,21,6,99655.68629666667,48014.76002000001,33371.210580000006,48927.21895,7380.049524666666,0.0,0.0,0.0
2059,1,21,7,93044.09061666667,50277.331313333336,37770.02526333334,51760.88058,7869.290936,0.0,0.0,0.0
2059,1,21,8,93389.00009333335,49742.68486,36273.483673333336,50208.09338333333,6778.453096333334,0.0,0.0,0.0
2059,1,22,1,88003.58578333333,46476.05465666667,31522.323649999995,46346.866813333334,6034.485837666667,0.0,0.0,0.0
2059,1,22,2,82252.69763000001,43652.74330666667,29488.68422,44756.11043,5955.415143333333,0.0,0.0,0.0
2059,1,22,3,84590.41740333334,45238.05217333333,31233.76873,45189.37862,6804.165371666666,0.0,0.0,0.0
2059,1,22,4,98104.31546,48524.10276666667,33302.517400000004,49305.494459999994,7465.793426333334,0.0,0.0,0.0
2059,1,22,5,99539.30013999999,47642.31335333333,33661.83555333333,49203.408013333334,7530.237540333333,0.0,0.0,0.0
2059,1,22,6,99633.67834,48004.13736666667,33363.80195666667,48916.37839666667,7378.442507666667,0.0,0.0,0.0
2059,1,22,7,93023.19939666666,50266.43628,37761.55437666667,51749.33184666667,7867.629443333334,0.0,0.0,0.0
