Year,Month,Day,Interval,pv_apb1,pv_apb2,pv_apb3,pv_apb4,pv_apb5,pv_floating_apb1,pv_rooftop_apb1,pv_floating_apb2,pv_rooftop_apb2,pv_floating_apb3,pv_rooftop_apb3,pv_floating_apb4,pv_rooftop_apb4,pv_floating_apb5,pv_rooftop_apb5
2059,1,7,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,7,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,7,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,7,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,7,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,8,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,8,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,8,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,8,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,8,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,9,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,9,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,9,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,9,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,9,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,10,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,10,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,10,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,10,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,10,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,11,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,11,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,11,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,11,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,11,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,12,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,12,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,12,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
2059,1,12,6,0.13901133333333335,0.20223933333333333,0.18058066666666664,0.16272066666666665,0.18604933333333332,0.13901133333333335,0.13901133333333335,0.20223933333333333,0.20223933333333333,0.18058066666666664,0.18058066666666664,0.16272066666666665,0.16272066666666665,0.18604933333333332,0.18604933333333332
2059,1,12,7,0.0,0.004419666666666666,0.002301,0.00057,0.0006309999999999999,0.0,0.0,0.004419666666666666,0.004419666666666666,0.002301,0.002301,0.00057,0.00057,0.0006309999999999999,0.0006309999999999999
2059,1,12,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,1,13,3,0.149558,0.08325533333333333,0.08351633333333335,0.08896766666666667,0.11961899999999999,0.149558,0.149558,0.08325533333333333,0.08325533333333333,0.08351633333333335,0.08351633333333335,0.08896766666666667,0.08896766666666667,0.11961899999999999,0.11961899999999999
2059,1,13,4,0.41462766666666667,0.39604533333333336,0.3712793333333333,0.349785,0.40733400000000003,0.41462766666666667,0.41462766666666667,0.39604533333333336,0.39604533333333336,0.3712793333333333,0.3712793333333333,0.349785,0.349785,0.40733400000000003,0.40733400000000003
2059,1,13,5,0.423802,0.44744999999999996,0.41554833333333335,0.385785,0.4388993333333333,0.423802,0.423802,0.44744999999999996,0.44744999999999996,0.41554833333333335,0.41554833333333335,0.385785,0.385785,0.4388993333333333,0.4388993333333333
