Year,Month,Day,Interval,APB1,APB2,APB3,APB4,APB5,Sumatera,Kalimantan,Lombok
2059,1,1,1,92884.2605,48704.14317,34001.48818,48644.16602,6404.644549,0,0,0
2059,1,1,2,89930.26324,47631.74517,32023.63131,47559.26597,6185.736119,0,0,0
2059,1,1,3,87934.593,46640.89649,30993.39709,46422.64176,5992.894053,0,0,0
2059,1,1,4,86856.47511,45087.12874,30177.49538,45752.67901,5976.878356,0,0,0
2059,1,1,5,83377.14664,44347.30159,29780.94345,45419.20932,6126.576095,0,0,0
2059,1,1,6,82981.57527,44968.2367,30853.75001,46608.37482,6237.623709,0,0,0
2059,1,1,7,84285.22032,46937.02346,33251.28351,47438.73968,6391.979074,0,0,0
2059,1,1,8,86225.48933,45865.36088,31155.02488,45017.5912,7063.249232,0,0,0
2059,1,1,9,89902.15406,46457.5331,31736.73788,46639.09881,7485.540672,0,0,0
2059,1,1,10,96308.59629,49538.83881,33714.51304,49512.36388,7703.958825,0,0,0
2059,1,1,11,101332.8675,49692.62218,34072.1697,50797.95042,7689.413958,0,0,0
2059,1,1,12,104132.1826,49982.86584,34642.27948,51315.19206,7567.825401,0,0,0
2059,1,1,13,103064.1153,49455.00154,34667.03844,50927.62853,7736.562209,0,0,0
2059,1,1,14,99638.39044,46956.14424,33544.46882,48886.28087,7754.293873,0,0,0
2059,1,1,15,103497.1929,50137.2212,35317.06329,51506.64501,7664.981849,0,0,0
2059,1,1,16,103267.9886,49526.17333,34759.21041,51080.02279,7437.983857,0,0,0
2059,1,1,17,103579.3959,49262.9766,34197.76218,50001.16949,7216.133769,0,0,0
2059,1,1,18,99632.26198,48850.89925,33662.29859,49366.75178,8041.514154,0,0,0
2059,1,1,19,96833.27379,50084.02621,36288.38263,52744.59302,8188.678798,0,0,0
2059,1,1,20,94551.77238,52211.09054,39812.24453,52932.04204,8178.137855,0,0,0
2059,1,1,21,94802.54878,52245.81845,40068.65911,53493.24514,7814.352737,0,0,0
2059,1,1,22,96695.75125,52159.36638,39121.11818,52766.98231,7306.508059,0,0,0
2059,1,1,23,95852.96605,50996.92094,37149.06292,51283.24238,6903.3374,0,0,0
2059,1,1,24,94650.31795,49738.13618,35263.95001,50320.25774,6649.129067,0,0,0
2059,1,2,1,92863.83231,48693.68394,33994.05232,48633.37994,6441.170144,0,0,0
2059,1,2,2,90424.95217,47892.49053,32204.29818,47823.6884,6221.444586,0,0,0
2059,1,2,3,88424.21573,46899.02703,31170.63202,46684.04082,6027.621967,0,0,0
2059,1,2,4,87341.19508,45342.23592,30350.8081,46012.19867,6011.524558,0,0,0
2059,1,2,5,83851.08054,44599.95739,29953.03048,45677.66671,6161.875999,0,0,0
2059,1,2,6,83454.69203,45223.5073,31030.82152,46869.69216,6273.332176,0,0,0
2059,1,2,7,84764.13869,47200.71047,33434.56519,47701.36443,6428.586382,0,0,0
2059,1,2,8,86715.03035,46125.69766,31332.91352,45274.65948,7103.4519,0,0,0
2059,1,2,9,90407.38393,46720.15785,31916.75105,46901.88698,7526.233616,0,0,0
2059,1,2,10,96838.74854,49806.77488,33899.18383,49784.14045,7744.978621,0,0,0
2059,1,2,11,101886.3079,49959.82284,34258.96502,51072.09666,7730.842317,0,0,0
2059,1,2,12,104701.0667,50249.98478,34831.36276,51588.92974,7609.172047,0,0,0
2059,1,2,13,103629.0772,49722.8559,34856.04001,51203.16389,7778.07228,0,0,0
2059,1,2,14,100190.932,47218.68727,33729.95674,49155.11578,7796.212509,0,0,0
2059,1,2,15,104065.8318,50402.1339,35507.86254,51780.70954,7706.49192,0,0,0
2059,1,2,16,103835.1568,49796.07051,34949.02911,51356.53871,7478.676802,0,0,0
2059,1,2,17,104145.9103,49531.0761,34384.72093,50272.45579,7256.990138,0,0,0
2059,1,2,18,100177.286,49116.54737,33845.82541,49637.87465,8084.004778,0,0,0
2059,1,2,19,97366.53113,50352.77941,36483.1858,53031.07788,8232.068263,0,0,0
2059,1,2,20,95074.40707,52490.79325,40038.58882,53224.65536,8221.854171,0,0,0
2059,1,2,21,95326.40916,52523.23321,40295.73882,53790.43438,7855.535958,0,0,0
2059,1,2,22,97226.4755,52433.26748,39338.80092,53058.61508,7347.527854,0,0,0
2059,1,2,23,96378.86924,51268.6158,37352.60935,51563.84393,6942.39609,0,0,0
2059,1,2,24,95166.74246,50006.72596,35453.68699,50590.56348,6686.716927,0,0,0
2059,1,3,1,76447.74288,39158.37919,26570.77675,39657.64403,5266.958072,0,0,0
2059,1,3,2,74120.2372,39256.5979,26346.80213,39166.7956,5085.228939,0,0,0
2059,1,3,3,72418.6511,38410.29906,25483.67046,38205.03665,4926.379373,0,0,0
2059,1,3,4,71514.98991,37091.864,24806.5987,37642.68958,4913.141909,0,0,0
2059,1,3,5,68578.96946,36470.52032,24479.25746,37359.3098,5036.36472,0,0,0
2059,1,3,6,68242.63982,36986.61799,25368.29207,38358.08462,5128.046415,0,0,0
2059,1,3,7,69322.96395,38647.9197,27400.56963,39094.64325,5256.417129,0,0,0
2059,1,3,8,70939.40537,37745.97448,25618.5782,37020.93734,5821.62415,0,0,0
2059,1,3,9,74031.82401,38238.45716,26105.01414,38380.31048,6182.140759,0,0,0
2059,1,3,10,79516.13797,40901.88392,27797.77526,40854.08197,6371.632602,0,0,0
2059,1,3,11,83820.43826,41041.36757,28110.81676,41979.59325,6358.885415,0,0,0
2059,1,3,12,86185.77694,41300.80552,28610.98044,42433.83437,6253.47598,0,0,0
2059,1,3,13,85246.08043,40830.87555,28632.22575,42090.80428,6400.640625,0,0,0
2059,1,3,14,82288.16096,38662.70971,27652.89857,40304.97235,6416.411184,0,0,0
2059,1,3,15,85640.67125,41431.70932,29205.19549,42602.48946,6337.640102,0,0,0
2059,1,3,16,85445.62294,40891.99668,28713.36651,42226.12058,6140.712399,0,0,0
2059,1,3,17,85715.52012,40657.97139,28220.0667,41276.53683,5951.05713,0,0,0
2059,1,3,18,82335.63606,40294.92169,27751.68927,40719.01081,6669.393826,0,0,0
2059,1,3,19,79954.52682,41373.52985,30072.00423,43712.88388,6799.725646,0,0,0
2059,1,3,20,78039.01678,43222.03545,33085.24323,43851.22355,6790.492107,0,0,0
2059,1,3,21,78279.17052,43256.51823,33287.89082,44323.03291,6468.870763,0,0,0
2059,1,3,22,79922.25029,43197.03136,32506.14504,43714.273,6027.785393,0,0,0
2059,1,3,23,79191.82011,42190.16698,30825.31398,42436.28575,5686.307853,0,0,0
2059,1,3,24,78171.22799,41098.72991,29161.15232,41570.45756,5471.975337,0,0,0
2059,1,4,1,76639.93124,40188.12314,28041.60607,40089.25072,6205.919166,0,0,0
2059,1,4,2,84036.07818,44395.92068,30553.94597,45915.77764,6048.703854,0,0,0
2059,1,4,3,81895.12268,44015.79301,29620.86819,44958.18604,5876.698537,0,0,0
2059,1,4,4,78838.49422,42963.74148,28762.96614,43936.04138,5811.573483,0,0,0
2059,1,4,5,77358.34965,42422.14944,28437.5043,43180.36196,5952.446247,0,0,0
2059,1,4,6,76536.64634,42561.7148,29301.53481,44322.05236,6041.839984,0,0,0
2059,1,4,7,78539.18046,44821.15377,31397.30316,44993.73108,6111.132388,0,0,0
2059,1,4,8,77775.5749,42893.9588,29433.25574,43321.56157,6715.806662,0,0,0
2059,1,4,9,79748.77414,42872.55007,29479.58687,42627.41185,7161.141095,0,0,0
2059,1,4,10,84076.11742,45328.34475,31185.17689,46033.60741,7455.388671,0,0,0
2059,1,4,11,88282.44413,45835.3723,31851.38085,46847.95657,7489.381171,0,0,0
2059,1,4,12,89741.91538,45830.55125,32287.40003,48070.46087,7348.099843,0,0,0
2059,1,4,13,90340.05263,44845.83102,32251.85499,47336.51704,7433.89822,0,0,0
2059,1,4,14,86510.0948,43443.72212,31207.56618,45532.95345,7427.851478,0,0,0
2059,1,4,15,87030.60496,45201.44486,31942.32713,47108.5385,7345.893599,0,0,0
2059,1,4,16,87619.42696,44518.81664,31170.06003,45861.0301,7134.911305,0,0,0
2059,1,4,17,85851.81697,43754.72081,30557.13277,44231.67807,6991.505447,0,0,0
2059,1,4,18,83840.94816,43346.97423,30328.82737,44269.91963,7798.827316,0,0,0
2059,1,4,19,82489.74629,44806.69062,33602.15802,48831.36991,7802.095826,0,0,0
2059,1,4,20,86769.36933,47730.53588,36262.39798,48942.98951,7707.96275,0,0,0
2059,1,4,21,86643.53171,47593.83046,36036.62568,49269.26848,7568.805954,0,0,0
2059,1,4,22,85027.90741,47535.56928,35445.02544,48653.6447,7151.498991,0,0,0
2059,1,4,23,85211.9245,45825.64848,34014.97078,46703.07988,6753.966512,0,0,0
2059,1,4,24,83698.68628,44427.13494,32231.01824,46074.05521,6573.054506,0,0,0
2059,1,5,1,83804.6677,44206.59226,31436.6887,45370.50852,6403.582284,0,0,0
2059,1,5,2,82471.1975,43387.42204,30507.288,44898.37231,6150.191077,0,0,0
2059,1,5,3,80269.85629,42224.3229,29445.1858,43654.54099,5930.710658,0,0,0
2059,1,5,4,78724.8318,40659.44222,28685.58417,42429.74873,5852.593279,0,0,0
2059,1,5,5,76732.83863,39950.99277,28175.94182,42214.92594,5931.936349,0,0,0
2059,1,5,6,75086.24521,41217.78537,29111.55269,43088.43512,5926.870159,0,0,0
2059,1,5,7,76838.4932,41768.77438,30635.41357,43071.92915,6144.471185,0,0,0
2059,1,5,8,74770.58889,40381.78233,28282.65865,40158.05285,6636.463592,0,0,0
2059,1,5,9,72536.97115,39488.17181,27804.63913,40117.76847,7153.460097,0,0,0
2059,1,5,10,75045.55226,39549.21122,28450.57833,40711.08467,7273.659537,0,0,0
2059,1,5,11,78839.06621,39727.50842,28686.80987,40525.02476,7336.741773,0,0,0
2059,1,5,12,80726.54879,39975.75173,28951.88599,40745.15888,7227.083276,0,0,0
2059,1,5,13,78943.24995,40227.91724,28930.88582,41060.8152,7328.733924,0,0,0
2059,1,5,14,80349.52621,38719.17321,28638.19078,40839.5371,7392.633287,0,0,0
2059,1,5,15,80105.94053,39302.35704,29017.58304,41880.80254,7281.177109,0,0,0
2059,1,5,16,80030.84652,39799.57906,28542.66859,40625.12287,7147.821918,0,0,0
2059,1,5,17,80051.68327,38302.8468,28488.41133,40332.59126,7037.673145,0,0,0
2059,1,5,18,78963.51471,39096.03237,28948.6992,41244.34201,7882.010886,0,0,0
2059,1,5,19,79898.30846,41603.14265,32500.0983,46759.21654,8030.156083,0,0,0
2059,1,5,20,84339.15073,45065.31144,36064.40801,47990.13725,7914.614269,0,0,0
2059,1,5,21,83846.17777,44838.31345,35784.7053,47756.84738,7711.231259,0,0,0
2059,1,5,22,83740.35977,44542.84018,34990.53918,47482.21086,7306.262921,0,0,0
2059,1,5,23,84093.60395,43403.02917,33739.84398,46055.58813,6851.286385,0,0,0
2059,1,5,24,82814.55443,42742.21825,31642.52309,44879.08811,6259.686149,0,0,0
2059,1,6,1,78038.85335,39355.30689,29197.75963,42096.76931,6411.671845,0,0,0
2059,1,6,2,90025.21345,47681.83508,32058.52265,47609.76445,6192.599989,0,0,0
2059,1,6,3,88028.72607,46690.57784,31027.4713,46472.8951,5999.594498,0,0,0
2059,1,6,4,86949.62763,45136.48324,30210.83418,45802.76892,5983.578801,0,0,0
2059,1,6,5,83468.33806,44395.92068,29813.9554,45468.89066,6133.358253,0,0,0
2059,1,6,6,83072.8484,45017.42777,30887.74251,46658.87329,6244.405866,0,0,0
2059,1,6,7,84377.39229,46987.84878,33286.66513,47489.23815,6399.00637,0,0,0
2059,1,6,8,86319.70412,45915.45079,31189.18081,45066.94569,7071.011943,0,0,0
2059,1,6,9,89999.47393,46508.195,31771.46579,46689.76071,7493.385095,0,0,0
2059,1,6,10,96410.6555,49589.99098,33750.38493,49565.0686,7711.721536,0,0,0
2059,1,6,11,101439.4209,49743.93779,34107.79645,50850.41,7697.421806,0,0,0
2059,1,6,12,104242.0045,50034.50829,34678.23309,51367.89678,7575.833249,0,0,0
2059,1,6,13,103172.9567,49506.80741,34703.56404,50980.16983,7744.570057,0,0,0
2059,1,6,14,99744.04501,47006.72443,33580.09558,48937.84161,7762.383434,0,0,0
2059,1,6,15,103607.0148,50188.78194,35353.42546,51559.84,7672.907984,0,0,0
2059,1,6,16,103376.83,49578.06092,34795.73601,51133.13608,7445.82828,0,0,0
2059,1,6,17,103688.9727,49314.61905,34233.47065,50053.71078,7223.978192,0,0,0
2059,1,6,18,99736.77258,48902.29656,33697.5985,49419.12964,8049.76714,0,0,0
2059,1,6,19,96935.65985,50135.83209,36325.80706,52799.83083,8197.013498,0,0,0
2059,1,6,20,94652.44248,52264.93923,39855.06201,52988.01527,8186.63598,0,0,0
2059,1,6,21,94903.54573,52299.50372,40112.53885,53550.6892,7822.360585,0,0,0
2059,1,6,22,96797.72875,52212.39794,39163.03682,52822.7104,7314.434195,0,0,0
2059,1,6,23,95954.12642,51048.97195,37187.79475,51336.68251,6910.77326,0,0,0
2059,1,6,24,94749.59892,49789.37007,35301.04759,50372.30875,6656.401501,0,0,0
2059,1,7,1,92961.56075,48744.67269,34029.35222,48684.85896,6406.115378,0,0,0
2059,1,7,2,89950.03772,47642.2044,32031.06717,47569.97034,6187.206948,0,0,0
2059,1,7,3,87954.20405,46651.35572,31000.58781,46433.26442,5994.364882,0,0,0
2059,1,7,4,86876.08616,45097.58797,30184.52267,45763.21995,5978.267473,0,0,0
2059,1,7,5,83396.18571,44357.5974,29787.97075,45429.66855,6127.965212,0,0,0
2059,1,7,6,83000.94119,44978.69594,30860.77731,46618.99748,6239.012825,0,0,0
2059,1,7,7,84304.50453,46947.80954,33258.71937,47449.36234,6393.449904,0,0,0
2059,1,7,8,86245.10039,45875.98353,31162.21561,45027.96872,7064.883487,0,0,0
2059,1,7,9,89922.9091,46468.07404,31744.17374,46649.80318,7487.093214,0,0,0
2059,1,7,10,96330.16845,49549.7066,33722.11232,49523.64024,7705.59308,0,0,0
2059,1,7,11,101355.1751,49703.40827,34079.60556,50808.89992,7691.048213,0,0,0
2059,1,7,12,104154.8987,49993.89706,34649.71534,51326.46842,7569.459656,0,0,0
2059,1,7,13,103086.9949,49465.95104,34674.96458,50938.74147,7738.278176,0,0,0
2059,1,7,14,99660.45288,46966.7669,33551.9864,48897.31209,7755.928128,0,0,0
2059,1,7,15,103520.3176,50148.25242,35324.49915,51517.92137,7666.616103,0,0,0
2059,1,7,16,103291.1133,49536.71428,34766.72799,51091.13573,7439.536399,0,0,0
2059,1,7,17,103602.0303,49274.00782,34205.19804,50012.36414,7217.849736,0,0,0
2059,1,7,18,99654.24271,48861.44019,33669.73445,49377.86471,8043.230121,0,0,0
2059,1,7,19,96854.68253,50094.894,36296.30876,52755.78766,8190.476478,0,0,0
2059,1,7,20,94572.85427,52222.20347,39821.15122,52943.56354,8179.935535,0,0,0
2059,1,7,21,94823.79409,52256.93139,40077.89265,53505.33863,7816.068705,0,0,0
2059,1,7,22,96717.15999,52170.56102,39129.86144,52778.74894,7308.224026,0,0,0
2059,1,7,23,95874.04794,51007.78873,37157.23419,51294.43702,6904.889942,0,0,0
2059,1,7,24,94670.99127,49748.84055,35271.87614,50331.20725,6650.681609,0,0,0
2059,1,8,1,92884.34221,48704.22488,34001.40646,48644.24773,6404.644549,0,0,0
2059,1,8,2,89930.09982,47631.74517,32023.63131,47559.34769,6185.736119,0,0,0
2059,1,8,3,87934.75642,46640.89649,30993.39709,46422.64176,5992.894053,0,0,0
2059,1,8,4,86856.39339,45087.12874,30177.49538,45752.67901,5976.878356,0,0,0
2059,1,8,5,83377.06493,44347.38331,29780.94345,45419.1276,6126.494383,0,0,0
2059,1,8,6,82981.65698,44968.15499,30853.75001,46608.37482,6237.623709,0,0,0
2059,1,8,7,84285.22032,46937.02346,33251.36523,47438.73968,6391.979074,0,0,0
2059,1,8,8,86225.40762,45865.27916,31154.94317,45017.67291,7063.249232,0,0,0
2059,1,8,9,89902.31748,46457.5331,31736.73788,46639.18052,7485.540672,0,0,0
2059,1,8,10,96308.43286,49538.83881,33714.59475,49512.36388,7703.958825,0,0,0
2059,1,8,11,101332.8675,49692.54047,34072.00627,50797.95042,7689.413958,0,0,0
2059,1,8,12,104132.1009,49982.86584,34642.27948,51315.27377,7567.825401,0,0,0
2059,1,8,13,103064.1153,49455.00154,34667.03844,50927.54682,7736.562209,0,0,0
2059,1,8,14,99638.22701,46956.14424,33544.46882,48886.28087,7754.293873,0,0,0
2059,1,8,15,103497.1929,50137.30291,35317.06329,51506.72672,7664.981849,0,0,0
2059,1,8,16,103267.9886,49526.25505,34759.21041,51080.02279,7437.983857,0,0,0
2059,1,8,17,103579.3142,49262.9766,34197.76218,50001.16949,7216.133769,0,0,0
2059,1,8,18,99632.34369,48850.89925,33662.21688,49366.83349,8041.514154,0,0,0
2059,1,8,19,96833.3555,50084.02621,36288.38263,52744.59302,8188.678798,0,0,0
2059,1,8,20,94551.85409,52211.09054,39812.16282,52932.04204,8178.137855,0,0,0
2059,1,8,21,94802.63049,52245.81845,40068.65911,53493.24514,7814.352737,0,0,0
2059,1,8,22,96695.75125,52159.36638,39121.11818,52766.98231,7306.508059,0,0,0
2059,1,8,23,95852.96605,50996.92094,37149.06292,51283.16067,6903.419113,0,0,0
2059,1,8,24,94650.31795,49738.13618,35264.03172,50320.25774,6649.129067,0,0,0
2059,1,9,1,92863.83231,48693.68394,33994.05232,48633.37994,6441.170144,0,0,0
2059,1,9,2,90424.87046,47892.49053,32204.29818,47823.6884,6221.444586,0,0,0
2059,1,9,3,88424.21573,46899.02703,31170.63202,46684.04082,6027.621967,0,0,0
2059,1,9,4,87341.19508,45342.23592,30350.88981,46012.19867,6011.524558,0,0,0
2059,1,9,5,83851.24396,44599.87567,29952.94877,45677.66671,6161.875999,0,0,0
2059,1,9,6,83454.61032,45223.5073,31030.82152,46869.69216,6273.332176,0,0,0
2059,1,9,7,84764.13869,47200.71047,33434.56519,47701.44614,6428.586382,0,0,0
2059,1,9,8,86715.03035,46125.61595,31332.91352,45274.65948,7103.4519,0,0,0
2059,1,9,9,90407.30222,46720.15785,31916.75105,46901.88698,7526.233616,0,0,0
2059,1,9,10,96838.74854,49806.77488,33899.18383,49784.14045,7744.978621,0,0,0
2059,1,9,11,101886.2262,49959.74113,34258.96502,51072.09666,7730.842317,0,0,0
2059,1,9,12,104701.0667,50249.98478,34831.36276,51588.92974,7609.172047,0,0,0
2059,1,9,13,103628.9955,49722.69247,34856.04001,51203.16389,7778.07228,0,0,0
2059,1,9,14,100190.932,47218.68727,33729.95674,49155.03407,7796.212509,0,0,0
2059,1,9,15,104065.7501,50402.21562,35507.78082,51780.62783,7706.49192,0,0,0
2059,1,9,16,103835.1568,49796.07051,34949.02911,51356.53871,7478.676802,0,0,0
2059,1,9,17,104145.9103,49531.0761,34384.72093,50272.37407,7256.990138,0,0,0
2059,1,9,18,100177.286,49116.54737,33845.82541,49637.87465,8084.004778,0,0,0
2059,1,9,19,97366.61284,50352.77941,36483.1858,53031.07788,8232.068263,0,0,0
2059,1,9,20,95074.32535,52490.79325,40038.58882,53224.65536,8221.854171,0,0,0
2059,1,9,21,95326.40916,52523.31492,40295.73882,53790.35266,7855.535958,0,0,0
2059,1,9,22,97226.4755,52433.26748,39338.80092,53058.61508,7347.527854,0,0,0
2059,1,9,23,96378.86924,51268.6158,37352.60935,51563.84393,6942.39609,0,0,0
2059,1,9,24,95166.74246,50006.64424,35453.60528,50590.56348,6686.716927,0,0,0
2059,1,10,1,93372.49412,48959.65891,34179.78538,48900.25375,6424.582458,0,0,0
2059,1,10,2,90200.16042,47774.17048,32122.09516,47703.48896,6205.183751,0,0,0
2059,1,10,3,88201.22167,46781.27898,31089.98154,46565.31221,6011.851409,0,0,0
2059,1,10,4,87120.24383,45226.53068,30271.87359,45894.20547,5995.753999,0,0,0
2059,1,10,5,83635.3589,44484.98756,29874.58625,45560.00037,6145.778589,0,0,0
2059,1,10,6,83239.70582,45107.23008,30950.17105,46751.04526,6256.989628,0,0,0
2059,1,10,7,84545.88396,47080.67446,33351.70847,47581.9004,6411.916983,0,0,0
2059,1,10,8,86492.68999,46007.05077,31251.85448,45157.56512,7085.148247,0,0,0
2059,1,10,9,90177.77113,46600.69382,31835.03831,46782.25953,7507.684824,0,0,0
2059,1,10,10,96598.10453,49684.69605,33815.34656,49660.6725,7726.593254,0,0,0
2059,1,10,11,101635.8584,49839.21484,34173.49349,50947.72987,7711.721536,0,0,0
2059,1,10,12,104442.119,50128.80479,34744.74726,51465.13494,7590.214692,0,0,0
2059,1,10,13,103372.9078,49601.83933,34769.9965,51077.65312,7759.033212,0,0,0
2059,1,10,14,99939.42017,47099.46839,33645.6292,49032.30153,7777.091728,0,0,0
2059,1,10,15,103807.6196,50282.09789,35421.32874,51656.58789,7687.69799,0,0,0
2059,1,10,16,103577.3531,49672.92941,34862.90388,51231.02794,7460.046297,0,0,0
2059,1,10,17,103889.0872,49409.40583,34299.57625,50149.06955,7238.359634,0,0,0
2059,1,10,18,99929.77807,48996.1845,33762.23328,49514.81526,8064.802285,0,0,0
2059,1,10,19,97123.51744,50231.59942,36394.85433,52901.89004,8212.457206,0,0,0
2059,1,10,20,94836.45957,52362.91281,39935.54906,53091.79045,8201.834549,0,0,0
2059,1,10,21,95088.13481,52397.64072,40192.61734,53655.60835,7836.82374,0,0,0
2059,1,10,22,96985.42291,52309.06411,39239.84679,52925.83187,7328.815637,0,0,0
2059,1,10,23,96140.5949,51145.4747,37259.53854,51435.71835,6924.582713,0,0,0
2059,1,10,24,94931.90005,49885.05569,35367.56176,50467.5041,6669.638964,0,0,0
2059,1,11,1,93141.73734,48838.88748,34094.80413,48778.58348,6386.912885,0,0,0
2059,1,11,2,86461.63915,45683.46832,31443.71599,47233.39557,6226.347351,0,0,0
2059,1,11,3,84278.11131,45294.0254,30489.22948,46257.01004,6049.76612,0,0,0
2059,1,11,4,81148.92194,44218.35889,29609.59184,45212.80294,5982.843386,0,0,0
2059,1,11,5,79632.49692,43664.59165,29275.05988,44442.41522,6127.638361,0,0,0
2059,1,11,6,78788.24089,43807.50724,30161.47968,45610.49884,6219.320055,0,0,0
2059,1,11,7,80840.37464,46124.14512,32296.797,46284.38381,6290.165001,0,0,0
2059,1,11,8,80059.28256,44145.71627,30296.14228,44588.19075,6909.139005,0,0,0
2059,1,11,9,82086.90248,44118.58764,30343.7808,43878.35218,7365.422944,0,0,0
2059,1,11,10,86518.26608,46623.98195,32086.14156,47353.51329,7663.020743,0,0,0
2059,1,11,11,90812.35227,47142.77614,32762.88647,48182.57075,7697.748657,0,0,0
2059,1,11,12,92298.70701,47139.26249,33205.6878,49418.39423,7553.443959,0,0,0
2059,1,11,13,92917.43587,46136.32032,33170.3879,48677.83167,7640.794878,0,0,0
2059,1,11,14,89011.89376,44707.65478,32108.04057,46847.05773,7634.502997,0,0,0
2059,1,11,15,89540.24833,46499.28831,32856.7744,48444.70522,7551.156002,0,0,0
2059,1,11,16,90139.44786,45805.46544,32069.47216,47180.60914,7338.784591,0,0,0
2059,1,11,17,88336.1294,45025.02706,31443.87942,45521.1051,7192.355361,0,0,0
2059,1,11,18,86280.89057,44607.06639,31210.9164,45560.65407,8009.809611,0,0,0
2059,1,11,19,84895.36935,46103.4718,34538.09574,50190.66133,8013.241546,0,0,0
2059,1,11,20,89262.34331,49083.69885,37265.58528,50322.62741,7916.902225,0,0,0
2059,1,11,21,89130.05038,48946.91172,37035.48221,50651.68461,7777.336866,0,0,0
2059,1,11,22,87482.80326,48886.68943,36421.08412,50017.75718,7355.617415,0,0,0
2059,1,11,23,87671.23284,47151.02912,34956.30154,48018.90013,6948.606258,0,0,0
2059,1,11,24,86125.06437,45717.3791,33147.18148,47386.44353,6762.219499,0,0,0
2059,1,12,1,86227.53215,45489.40056,32342.22928,46676.44153,6183.856726,0,0,0
2059,1,12,2,79638.54366,41892.40575,29461.36493,43359.06772,5937.574528,0,0,0
2059,1,12,3,77499.79441,40763.70768,28429.74159,42149.47403,5725.121405,0,0,0
2059,1,12,4,76005.43182,39250.38773,27693.18295,40961.69764,5649.700546,0,0,0
2059,1,12,5,74073.90607,38565.71669,27200.04656,40753.82043,5726.347096,0,0,0
2059,1,12,6,72482.46875,39792.1432,28104.36146,41600.93641,5721.362619,0,0,0
2059,1,12,7,74178.33496,40325.89082,29580.66553,41592.84685,5931.936349,0,0,0
2059,1,12,8,72178.82421,38986.78244,27301.86064,38766.32146,6410.773005,0,0,0
