id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,fixed_capacity_gw,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
723,2028,pv_apb3,solar,495.2,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
724,2029,pv_apb3,solar,458.6,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
725,2030,pv_apb3,solar,422.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
726,2031,pv_apb3,solar,416.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
727,2032,pv_apb3,solar,410.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
728,2033,pv_apb3,solar,404.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
729,2034,pv_apb3,solar,398.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
730,2035,pv_apb3,solar,392.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
731,2036,pv_apb3,solar,386.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
732,2037,pv_apb3,solar,380.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
733,2038,pv_apb3,solar,374.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
734,2039,pv_apb3,solar,368.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
735,2040,pv_apb3,solar,362.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
736,2041,pv_apb3,solar,356.1,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
737,2042,pv_apb3,solar,350.2,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
738,2043,pv_apb3,solar,344.3,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
739,2044,pv_apb3,solar,338.4,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
740,2045,pv_apb3,solar,332.5,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
741,2046,pv_apb3,solar,326.6,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
742,2047,pv_apb3,solar,320.7,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
743,2048,pv_apb3,solar,314.8,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
744,2049,pv_apb3,solar,308.9,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
745,2050,pv_apb3,solar,303.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
746,2051,pv_apb3,solar,298.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
747,2052,pv_apb3,solar,293.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
748,2053,pv_apb3,solar,288.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
749,2054,pv_apb3,solar,283.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
750,2055,pv_apb3,solar,278.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
751,2056,pv_apb3,solar,273.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
752,2057,pv_apb3,solar,268.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
753,2058,pv_apb3,solar,263.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
754,2059,pv_apb3,solar,258.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
755,2060,pv_apb3,solar,253.0,12.0,0.0,27,27,0.1,0,0.0,0.001,APB3,207.0,0,0.0,,pv_connection,solar,"default,ce_2025_2060,ce_more_baseload",True,PV,,,,,
756,2025,wind_apb3,wind,1735.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
757,2026,wind_apb3,wind,1640.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
758,2027,wind_apb3,wind,1545.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
759,2028,wind_apb3,wind,1451.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
760,2029,wind_apb3,wind,1356.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
761,2030,wind_apb3,wind,1262.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
762,2031,wind_apb3,wind,1248.9,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
763,2032,wind_apb3,wind,1235.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
764,2033,wind_apb3,wind,1222.7,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
765,2034,wind_apb3,wind,1209.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
766,2035,wind_apb3,wind,1196.5,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
767,2036,wind_apb3,wind,1183.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
768,2037,wind_apb3,wind,1170.3,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
769,2038,wind_apb3,wind,1157.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
770,2039,wind_apb3,wind,1144.1,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
771,2040,wind_apb3,wind,1131.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
772,2041,wind_apb3,wind,1117.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
773,2042,wind_apb3,wind,1104.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
774,2043,wind_apb3,wind,1091.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
775,2044,wind_apb3,wind,1078.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
776,2045,wind_apb3,wind,1065.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
777,2046,wind_apb3,wind,1051.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
778,2047,wind_apb3,wind,1038.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
779,2048,wind_apb3,wind,1025.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
780,2049,wind_apb3,wind,1012.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
781,2050,wind_apb3,wind,999.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
782,2051,wind_apb3,wind,987.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
783,2052,wind_apb3,wind,975.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
784,2053,wind_apb3,wind,964.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
785,2054,wind_apb3,wind,952.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
786,2055,wind_apb3,wind,941.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
787,2056,wind_apb3,wind,929.4,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
788,2057,wind_apb3,wind,917.8,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
789,2058,wind_apb3,wind,906.2,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
790,2059,wind_apb3,wind,894.6,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
791,2060,wind_apb3,wind,883.0,42.0,0.0,27,27,0.1,0,0.0,0.001,APB3,10.618,0,0.0,,wind_connection,wind,"default,ce_2025_2060,ce_more_baseload",True,Wind,,,,,
792,2025,hydro_apb3,water,2314.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
793,2026,hydro_apb3,water,2295.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
794,2027,hydro_apb3,water,2276.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
795,2028,hydro_apb3,water,2257.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
796,2029,hydro_apb3,water,2238.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
797,2030,hydro_apb3,water,2219.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
798,2031,hydro_apb3,water,2211.1,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
799,2032,hydro_apb3,water,2203.2,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
800,2033,hydro_apb3,water,2195.3,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
801,2034,hydro_apb3,water,2187.4,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
802,2035,hydro_apb3,water,2179.5,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
803,2036,hydro_apb3,water,2171.6,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
804,2037,hydro_apb3,water,2163.7,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
805,2038,hydro_apb3,water,2155.8,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
806,2039,hydro_apb3,water,2147.9,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
807,2040,hydro_apb3,water,2140.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
808,2041,hydro_apb3,water,2132.1,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
809,2042,hydro_apb3,water,2124.2,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
810,2043,hydro_apb3,water,2116.3,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
811,2044,hydro_apb3,water,2108.4,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
812,2045,hydro_apb3,water,2100.5,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
813,2046,hydro_apb3,water,2092.6,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
814,2047,hydro_apb3,water,2084.7,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
815,2048,hydro_apb3,water,2076.8,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
816,2049,hydro_apb3,water,2068.9,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
817,2050,hydro_apb3,water,2061.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
818,2051,hydro_apb3,water,2053.4,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
819,2052,hydro_apb3,water,2045.8,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
820,2053,hydro_apb3,water,2038.2,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
821,2054,hydro_apb3,water,2030.6,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
822,2055,hydro_apb3,water,2023.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
823,2056,hydro_apb3,water,2015.4,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
824,2057,hydro_apb3,water,2007.8,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
825,2058,hydro_apb3,water,2000.2,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
826,2059,hydro_apb3,water,1992.6,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
827,2060,hydro_apb3,water,1985.0,45.0,0.79,50,50,0.1,0,0.0,0.05,APB3,0.134,0,0.31666,,other_connections,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,0.3,,,
828,2025,micro_hydro_apb3,water,2629.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
829,2026,micro_hydro_apb3,water,2608.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
830,2027,micro_hydro_apb3,water,2587.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
831,2028,micro_hydro_apb3,water,2566.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
832,2029,micro_hydro_apb3,water,2545.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
833,2030,micro_hydro_apb3,water,2524.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
834,2031,micro_hydro_apb3,water,2515.1,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
835,2032,micro_hydro_apb3,water,2506.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
836,2033,micro_hydro_apb3,water,2497.3,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
837,2034,micro_hydro_apb3,water,2488.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
838,2035,micro_hydro_apb3,water,2479.5,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
839,2036,micro_hydro_apb3,water,2470.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
840,2037,micro_hydro_apb3,water,2461.7,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
841,2038,micro_hydro_apb3,water,2452.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
842,2039,micro_hydro_apb3,water,2443.9,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
843,2040,micro_hydro_apb3,water,2435.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
844,2041,micro_hydro_apb3,water,2426.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
845,2042,micro_hydro_apb3,water,2417.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
846,2043,micro_hydro_apb3,water,2408.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
847,2044,micro_hydro_apb3,water,2399.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
848,2045,micro_hydro_apb3,water,2390.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
849,2046,micro_hydro_apb3,water,2381.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
850,2047,micro_hydro_apb3,water,2372.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
851,2048,micro_hydro_apb3,water,2363.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
852,2049,micro_hydro_apb3,water,2354.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
853,2050,micro_hydro_apb3,water,2345.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
854,2051,micro_hydro_apb3,water,2336.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
855,2052,micro_hydro_apb3,water,2327.8,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
856,2053,micro_hydro_apb3,water,2319.2,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
857,2054,micro_hydro_apb3,water,2310.6,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
858,2055,micro_hydro_apb3,water,2302.0,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
859,2056,micro_hydro_apb3,water,2293.4,50.0,0.6,50,50,0.1,0,0.0,0.01,APB3,0.0,0,0.04283,,other_connections,flexible,"default,ce_2025_2060",False,,,0.5,,,
